skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source,computation,n_modifiers,mod_summary
hypnosis,Hypnosis,Hypnosis,Hypnosis,city,1,Sleeping enemies lose 15% speed.,-,-,-,-,[0.85],json,base_skill,0,
hypnotize,Hypnotize,Hypnotize,Hypnotize,defend,3,Deal 2x TEC SkillType.Sleep damage per turn for 3 turns or until target non-boss falls asleep. Damage doubles every turn. Channeled.,Damage taken by target does not decrease sleep,Target's SPD decreased by 75% while channeling,-,-,[0.25;3;2],json,base_skill,4,damage×2;status×2
ice,Ice,Ice,-,root,3,Deals 1.5x Focus SkillType.Ice damage to target enemy.,Also deals 1x Focus SkillType.Stun damage with Echoing Glyph,Deals 50% more damage with Piercing Glyph,-,-,[1.5;2;3],pool,,4,damage×3;status×1
icespike,IceSpike,Ice Spike,-,root,1,Deals 0.8x Focus SkillType.Ice damage to target then half damage in area.,-,-,-,-,[0.005;0.025;0.25;0.5],pool,,1,damage×1
icevolley,IceVolley,Ice Volley,-,enemy,1,Deals 0.2x Toughness piercing SkillType.Ice and SkillType.Physical damage 6 times to target.,-,-,-,-,[0.05;0.3;6],pool,base_skill,1,damage×1
icicle,Icicle,Icicle,-,fight,1,Deals 1x Focus SkillType.Ice damage to target.,-,-,-,-,[0.5;3;2],pool,base_skill,1,damage×1
icu,ICU,ICU,ICU,root,3,Revive an ally at 35% Max HP after 2 turns. Requires and removes Nurse.,Revives ally with 65% Max HP,Ally gains Free Turn,-,-,[0.02;0.1;0.2;0.25;0.3;0.35;0.4;0.5;0.65;0.75;1.0;1.35;12.0;2;3],json,,0,
icybulwark,IcyBulwark,Icy Bulwark,-,enemy,0,-,-,-,-,-,-,name-only,,0,
icyclaws,IcyClaws,Icy Claws,-,fight,1,"Deals SkillType.Physical and SkillType.Ice damage to target, lowers Discipline, and deals SkillType.Ice damage over time.",-,-,-,-,[0.1;0.65],pool,AddedDamageSkill,1,damage×1
icygrasp,IcyGrasp,Icy Grasp,-,enemy,1,Target takes 0.5x Power SkillType.Ice damage and can no longer bleed out.,-,-,-,-,[0.25;0.4;0.5;0.75;1.0],pool,base_skill,1,damage×1
illusion,Illusion,Illusion,Illusion,root,3,Target ally cannot be directly targeted by enemies and decreases damage taken by 50% for 1 turn.,Target ally's skills cannot miss,Target's SkillType.Spell skill hits deal 50% increased damage,-,-,[0.15;0.2;0.25;0.5;1.0;1.5;2;3],json,,2,damage×2
imbuerune,ImbueRune,Imbue Rune,Imbue,root,3,"Add an effect to current Rune, and apply to an ally. Effect loses 25% strength on trigger.",Only loses 20% strength on trigger,Always at least 35% effective,-,-,[0.5;2;7],pool,,0,
impale,Impale,Impale,-,root,2,Deals 3x Power piercing SkillType.Physical damage to target. Three turn charge.,Deal extra damage up to 10% of target's current HP,-,-,-,[0.01;0.1;0.15;2;3],pool,,2,damage×2
imperative,Imperative,Imperative,-,defend,3,Sacrifice 20% of current HP. Fortified ally gains a Free Turn. 4 turn charge.,Sacrifice 20% of current HP. Fortified ally gains a Free Turn.,Ally restores 20% Max MP,-,-,[0.2;3;2],pool,base_skill,0,
impgrenade,ImpGrenade,Imp Grenade,-,enemy,1,Deals 1x Power SkillType.Physical and 0.5x Power SkillType.Fire damage to target enemies. 3 uses.,-,-,-,-,[0.5],pool,base_skill,1,damage×1
implosion,Implosion,Implosion,-,root,3,Bonus Action. Sacrifice Bound Imp to deal damage to all enemies. Cannot have Hellish Vigor.,Heal for 25% of your Imp's HP,Implosion skill deals 50% increased damage,-,-,[0.25;0.5;2;3],pool,,3,damage×2;heal×1
incision,Incision,Incision,Incision,root,3,Deals 0.85x Power SkillType.Physical damage and lowers target's Endurance by 20% for 3 turns.,Increases all damage target takes by 25%,Nullifies SkillType.Healing on target,-,-,[0.25;0.8;1.0;2.0;20.0;2;3],json,,3,damage×2;stat_mod×1
infernalbreath,InfernalBreath,Infernal Breath,Inferno,enemy,1,Deals 2.0x Focus SkillType.Fire damage to enemies in an area.,-,-,-,-,[0.01;0.15;0.25;0.5;2.0],pool,base_skill,1,damage×1
injunction,Injunction,Injunction,Injunction,root,3,Target's next turn is interrupted. Once per enemy.,Resets target's current turn progress if not resisted,Deals 0.35x Focus SkillType.MP damage if not resisted,-,-,[0.35;3;2],json,,1,damage×1
innerfire,InnerFire,Inner Fire,Inner Fire,enemy,1,"Increases Speed, Power, and Focus by +12. Stacks infinitely.",-,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;2.5;3.1416;12.0;30.0],json,base_skill,0,
inspire,Inspire,Inspire,Inspire,root,3,"Bonus Action. Share 2% of OWNER.NAME's attributes with all allies for each stack of Heroism, until OWNER.NAME's next turn.",Allies gain turn progress for each stack of Heroism,Heals allies by 1% missing HP for each stack of Heroism,-,-,[0.01;0.25;0.65;1.0;15.0;2;3],json,,1,heal×1
instruct,Instruct,Instruct,-,defend,2,"Command ally with Bargain to use one of their skills, if possible.",Decreased turn delay by 35%,-,-,-,[35.0;2;3;7],pool,base_skill,0,
intangible,Intangible,Intangible,Intangible,enemy,1,Decreases damage taken by 95% for one turn.,-,-,-,-,[0.05;0.25;0.5;0.8;1.0],json,base_skill,1,damage×1
intimidate,Intimidate,Intimidate,-,root,2,Deals 1.5x Power SkillType.Stun damage to an enemy. Always hits.,50% more damage to enemies with lower HP,-,-,-,[0.1;0.2;0.25;0.4;0.5;1.0;1.5;1.75;2.0;10.0;12.0;30.0;2;3],pool,,3,damage×2;status×1
invademind,InvadeMind,Invade Mind,Invade Mind,enemy,1,"Target cannot heal and attacks an adjacent teammate for 3 turns with Void Strike, if possible.",-,-,-,-,[2.0],json,base_skill,1,heal×1
invent,Invent,Invent,-,defend,1,Bonus Action. Target ally gains a random single use SkillType.Gadget skill.,-,-,-,-,[0.5;1.8;2;7;3],pool,base_skill,0,
invigorate,Invigorate,Invigorate,-,root,3,Restores 1.5x Focus MP to target ally. +50% to Fortified ally.,Also restores 1.5x Focus HP,Dispels all SkillType.Debuff,-,-,[0.2;0.4;0.5;0.6;1.0;1.5;3;2],pool,,0,
invigoratehusk,InvigorateHusk,Invigorate Husk,-,enemy,1,"Restores MP of an ally husk, grants bonus speed for 3 turns, and gives them a free turn.",-,-,-,-,[0.2],pool,,1,grant×1
invisiblewall,InvisibleWall,Invisible Wall,InvisWall,root,3,Bonus Action. Blocks up to 1.5x Technique direct damage taken by the party.,Consume 25% of MP to increase shield,Shield blocks 15% more damage,-,-,[0.1;0.25;0.75;1.0;1.1;1.15;1.5;2;3;4],pool,,3,damage×2;status×1
ionblast,IonBlast,Ion Blast,-,fight,4,Deals 0.75x Power SkillType.Energy damage to target enemy. Hits adjacent targets if Nuclear Battery charge is at least 25%.,Deals 0.75x Power SkillType.Energy damage to target enemies.,Hits all enemies if Nuclear Battery charge is at least 50%,Also deals 2x Power SkillType.Stun damage if Nuclear Battery charge is at least 50%,-,[0.2;0.5;2.0;25.0;50.0;3;2],pool,base_skill,4,damage×3;status×1
irradiate,Irradiate,Irradiate,-,defend,1,Removes all debuffs and heals self slightly.,-,-,-,-,[0.1;0.1529;0.5;0.65;0.8471;0.9098;2.0],pool,base_skill,1,heal×1
isolate,Isolate,Isolate,-,enemy,0,-,-,-,-,-,[0.5;1.0;1.75;2;3;4],name-only,base_skill,0,
jab,Jab,Jab,-,fight,2,Bonus Action. Deals 0.75x Power SkillType.Physical damage.,Next SkillType.Attack deals 35% increased damage,-,-,-,[0.2;0.35;1.0;1.5;3;2],pool,base_skill,2,damage×2
jam,Jam,Jam,Jam,defend,3,Bonus Action. Use damaging SkillType.Sonic skills for three turns.,Can use Riff skill,Can use Guitar Solo skill,-,-,[0.2;1.5;2;7;3],json,base_skill,0,
javelin,Javelin,Javelin,-,root,0,-,-,-,-,-,-,name-only,,0,
jinx,Jinx,Jinx,Jinx,root,3,Target's chance to hit decreased by 50% for 3 turns.,Target cannot dodge,All hits on target become critical,-,-,[0.25;0.4;0.5;2.0;2.25;2;3],json,,0,
joust,Joust,Joust,-,root,3,Deals 2x Power SkillType.Physical damage to enemies in a line. Two turn charge.,Miss chance reduced by 10% for each stack of Honor,Deals 10% more damage for each stack of Honor,-,-,[0.01;0.1;0.15;0.25;0.6;1.0;2;3],pool,,2,damage×2
judgment,Judgment,Judgment,-,root,3,Deals 2.0x Focus SkillType.Dark damage to target critical HP enemy. Cannot miss.,Deals 2.0x Focus SkillType.Dark damage to target critical enemy.,Deals 25% increased damage for each SkillType.Debuff on the target,-,-,[0.25;1.0;3;2],pool,,3,damage×3
juggle,Juggle,Juggle,-,defend,2,Deal 0.35x Technique SkillType.Stun damage to enemies. Gain 3 stacks of Blade.,Automatically Throw Blade after use at full Blade stacks.,-,-,-,[0.25;0.35;1.0;3;2],pool,base_skill,2,damage×1;status×1
kanabo,Kanabo,Kanabo,Kanabote,enemy,0,-,-,-,-,-,[2.0],name-only,,0,
kappa,Kappa,Kappa,-,root,1,Damage taken decreased by up to ,-,-,-,-,[0.5;7;2;3],pool,,1,damage×1
katana,Katana,Katana,Katana,fight,3,Deals 1x Power SkillType.Physical damage to an enemy.,Apply 25% of damage dealt as SkillType.Physical damage over time for 3 turns,Damage gains 50% piercing,-,-,[0.25;0.5;3;2;4;5],json,base_skill,3,damage×3
kill,Kill,Kill,-,root,3,Deals massive SkillType.Physical damage to a critical enemy.,Deals Physical damage to a critical enemy.,Always critical damage,-,-,[3],pool,,3,damage×3
killbeam,KillBeam,Kill Beam,-,root,2,Deals 2.5x Power SkillType.Energy damage to target critical HP enemy. Cannot miss.,Deals 2.5x Power SkillType.Energy damage to target critical enemy.,-,-,-,[3],pool,,2,damage×2
kineticbarrier,KineticBarrier,Kinetic Barrier,-,defend,2,Bonus Action. Blocks up to 200 damage on target ally until after their next turn.,Damage exceeding barrier's remaining block is nullified,-,-,-,[0.4;0.42;0.5;1.25;1.5;2;3;4],pool,base_skill,2,damage×2
kitsune,Kitsune,Kitsune,Kitsune,root,3,Replace Katana with Rising Flame. Cast Foxfire on end.,Gain 50% of Discipline as Power and Agility while active,Discipline % increases dodge chance,-,-,[0.04;0.5;0.85;1.0;7;2;3],json,,1,stat_gain×1
krakenflail,KrakenFlail,Kraken Flail,KrakenTentacle,enemy,1,Deals 0.75x Power SkillType.Physical damage to random enemy targets for each tentacle.,-,-,-,-,-,pool,base_skill,1,damage×1
krakenroar,KrakenRoar,Kraken Roar,-,enemy,1,Deals SkillType.Stun damage and increases speed and power.,-,-,-,-,[1.0;1.05],pool,base_skill,2,damage×1;status×1
kunai,Kunai,Kunai,-,root,1,Deals 0.8x Power SkillType.Physical damage to target enemy.,-,-,-,-,[0.1],pool,,1,damage×1
laserpistol,LaserPistol,Laser Pistol,Pistol,fight,3,Deals 1x Focus SkillType.Energy damage to target.,Also deals 0.3x Focus SkillType.Fire damage,Decreases target Technique by 20% for 3 turns,-,-,[0.3;0.8;1.0;3;2],json,base_skill,3,damage×2;stat_mod×1
lastresort,LastResort,Last Resort,-,enemy,1,"Deals 5x Power SkillType.Physical damage, and kills user.",-,-,-,-,[1.0],pool,base_skill,1,damage×1
lastrites,LastRites,Last Rites,-,root,2,Restore 25% Max MP per enemy removed,Restore 25% Max HP per enemy removed,-,-,-,[0.15;0.25;0.35;0.5;1.0;1.5],pool,,0,
laugh,Laugh,Laugh,-,defend,0,-,-,-,-,-,-,name-only,base_skill,0,
launchmedicaldrone,LaunchMedicalDrone,Launch Medical Drone,-,root,0,-,-,-,-,-,-,name-only,,0,
launchutilitydrone,LaunchUtilityDrone,Launch Utility Drone,-,root,0,-,-,-,-,-,-,name-only,,0,
launchvolatiledrone,LaunchVolatileDrone,Launch Volatile Drone,-,root,0,-,-,-,-,-,-,name-only,,0,
laygorgewormegg,LayGorgewormEgg,Lay Gorgeworm Egg,-,enemy,1,Spawns a gorgeworm egg.,-,-,-,-,[0.35],pool,base_skill,0,
layonhands,LayOnHands,Lay On Hands,-,root,3,Heals another ally for 100% of OWNER.NAME's maximum HP. One use.,Ally also regains 50% of OWNER.NAME's maximum MP,Ally gains a Free Turn,-,-,[0.2;0.25;0.4],pool,,2,heal×1;stat_gain×1
leadstorm,Leadstorm,Leadstorm,-,root,4,Use War until out of ammo. Tech is halved. Charges after using War or Peace.,Use War until out of ammo. Charges after War or Peace.,Deal 25% increased damage while active,Increases Tech by 5% for every shot fired,-,[0.05;0.25;0.5;1.0;3;2;4],pool,,1,damage×1
lightbeam,LightBeam,Light Beam,Light Beam,fight,3,Deals 1x Focus SkillType.Energy damage to target.,Decreases target Technique by 15% for 3 turns,Damage increased by 25%,-,-,[0.85;1.0;1.25;3;2],json,base_skill,3,damage×2;stat_mod×1
lightblade,LightBlade,Light Blade,-,inventions,1,Deals 160-220 piercing SkillType.Energy damage to target enemy. Cannot miss.,-,-,-,-,[1.5],pool,Invention,1,damage×1
lightning,Lightning,Lightning,-,fight,0,-,-,-,-,-,[0.01;0.15;0.5;0.8;1.2;1.5;2.0;2],name-only,base_skill,0,
lightningstrike,LightningStrike,Lightning Strike,Light Strk,enemy,1,Deals 1.2x Focus SkillType.Lightning damage to target.,-,-,-,-,[0.01;0.15;2.0],pool,base_skill,1,damage×1
loafoff,LoafOff,Loaf Off,-,fight,2,Restore 50% Max MP to self.,Dispel one random SkillType.Debuff,-,-,-,[0.15;0.5;1.35;2;3],pool,base_skill,0,
loan,Loan,Loan,Loan,root,3,"Grants ally a Free Turn, but ally gains Debt every turn for 3 turns.",Ally gains 100% increased Speed,Ally deals 20% increased damage,-,-,[0.05;0.2;0.4;0.5;2.0;2;3],json,,2,grant×1;damage×1
locustswarm,LocustSwarm,Locust Swarm,Locusts,fight,3,Deals 0.35x Focus SkillType.Physical and SkillType.MP damage to enemies.,Steals MP based on damage dealt,Always hits,-,-,[-0.05;0.75;2.0;3],json,base_skill,2,damage×2
logginghook,LoggingHook,Logging Hook,-,enemy,1,Pulls enemy into front row.,-,-,-,-,[3],pool,base_skill,0,
loudspeakers,LoudSpeakers,Loud Speakers,LoudSpkr,city,1,Decreases target Toughness or Discipline at random.,-,-,-,-,-,json,base_skill,0,
lovepotion,LovePotion,Love Potion,Love Pot,root,3,Redirect 50% of damage taken by self to target ally.,Redirect damage reduced by 50%,Redirects up to 100% based on missing HP,-,-,-,json,,2,damage×2
loverstrance,LoversTrance,Lover's Trance,Lvr's Trnc,enemy,3,Bonus Action. Target cannot directly target OWNER.NAME for 3 turns. Ignores resist.,Target counter attacks allies who target OWNER.NAME,Take 35% less damage from target,-,-,[0.2;0.25;0.4;0.5;0.65;1.0;2;3;7],json,base_skill,1,damage×1
lullaby,Lullaby,Lullaby,Lullaby,root,3,Damage taken by target does not decrease Sleep counter for 3 turns.,Damage taken gains 50% piercing if sleeping,Damage taken always critical if sleeping,-,-,[0.25;0.5;1.0;3.0;3.25;3.5;2;3],json,,4,damage×3;status×1
lunge,Lunge,Lunge,-,fight,0,-,-,-,-,-,[0.025;0.15;1.0;1.5],name-only,,0,
lute,Lute,Lute,-,defend,1,Access learned Song skills.,-,-,-,-,[2;7],pool,base_skill,0,
m16,M16,M16,-,fight,2,Deals 40-70 SkillType.Physical damage 3 times. Reload after 3 uses.,Last hit deals 50% more damage,-,-,-,[1.5;2],pool,Firearm,2,damage×2
madness,Madness,Madness,Madness,enemy,1,"All attributes increased by +15%, but hero has a 20% chance to lose control and attack a random target, including allies.",-,-,-,-,[0.5;1.0;2.0;10.0;12.0;48.0;7;2],json,base_skill,0,
magmabomb,MagmaBomb,Magma Bomb,-,enemy,1,Deals SkillType.Fire damage to all enemies.,-,-,-,-,[0.8],pool,base_skill,1,damage×1
malpractice,Malpractice,Malpractice,Malpractice,root,1,All allied healing reduced by 35% for this mission.,-,-,-,-,[-30.0;0.015;0.1;0.15;0.2;0.25;0.3;0.5;0.6;0.65;0.9;1.0;1.3;1.5;1.7;2.5;30.0;2],json,,0,
mark,Mark,Mark,-,fight,2,Damage taken increased by 30%.,Damage taken increased by 15%.,-,-,-,[0.15;0.3;0.35;1.0;3],pool,base_skill,2,damage×2
martialdb,MartialDB,Martial DB,Martial Database,root,1,"Use SkillType.Melee SkillType.Attack skills from other allies at level 1, except SkillType.Gadget.",-,-,-,-,[2;7],pool,,0,
maul,Maul,Maul,-,fight,0,-,-,-,-,-,-,name-only,,0,
meditate,Meditate,Meditate,Meditate,defend,3,Restores 15% of Max HP and MP and dispel 3 SkillType.Debuff effects. Two turn charge.,Increases damage and healing of next skill used by 25%,Your next skill counts as a Bonus Action,-,-,[0.25;0.75;1.0;1.5;30.0;7;2;3],json,HealSkill,1,damage×1
medkit,Medkit,Medkit,-,root,2,Heals an ally for 400-500. Three uses per battle.,35% chance to not consume a use,-,-,-,[0.4;0.6;0.8;1.4;35.0;3;2],pool,,1,heal×1
megalaser,MegaLaser,Mega Laser,MegaLaserCharge,enemy,0,-,-,-,-,-,[0.0014;0.85;1.5;1.6],name-only,base_skill,0,
megalasercharge,MegaLaserCharge,Mega Laser Charge,-,enemy,1,The Eradicator is charging its main laser.,-,-,-,-,-,pool,base_skill,0,
melody,Melody,Melody,Melody,root,3,Song. Increases Focus and Discipline by 20% of OWNER.NAME's Technique for all allies.,Doubles MP regeneration for allies,Allies take 50% less SkillType.MP damage,-,-,[0.25;0.5;1.0;1.25;2.2;2;3],json,,1,damage×1
meltarmor,MeltArmor,Melt Armor,Melt Armr,root,3,Deals 0.45x Focus SkillType.Fire damage to target enemy. Damage increased based on target's Toughness. Lasts 3 turns.,Target takes same SkillType.Fire damage when hit by SkillType.Physical damage,Refreshes duration and stacks up to 3 times,-,-,[0.35;0.5;1.0;3.0;2;3;4],json,,2,damage×2
menagerie,Menagerie,Menagerie,-,defend,2,Summon Beasts from Ghalib's menagerie.,Increase Menagerie Beast attributes by 15% of Ghalib's Discipline,-,-,-,[2;3;7],pool,base_skill,1,summon×1
mend,Mend,Mend,-,root,3,Heals an ally for 50% of their missing HP.,Also restores 50% of missing MP,Dispel all SkillType.Debuff on target,-,-,[0.1;0.2;0.25;0.35;0.4;0.5;0.6;0.9;1.35;1.6;3;2],manual,,1,heal×1
metabolism,Metabolism,Metabolism,Metabolism,tbreak,1,All allies gain 15% Max HP regeneration and immunity to SkillType.Sleep damage for 3 turns.,-,-,-,-,[0.15;0.25;1.35],json,BreakSkill,2,damage×1;status×1
metamorphosis,Metamorphosis,Metamorphosis,-,enemy,1,Summons a Gorgeworm in the maggot's place.,-,-,-,-,[0.04;0.1;0.5;0.65;0.98;1.03],pool,base_skill,1,summon×1
meteorstrike,MeteorStrike,Meteor Strike,Meteor Stk,enemy,1,Deals 1.5x Focus SkillType.Physical and 1.25x Focus SkillType.Fire damage to all enemies. Long turn delay.,-,-,-,-,[0.01;2.0],pool,AddedDamageSkill,1,damage×1
mimicry,Mimicry,Mimicry,-,root,3,Copies the last copyable skill used by each ally. Cannot copy Bonus Actions or passive skills.,Copies the last copyable skill used by each ally.,Copied skills have 35% reduced turn delay,-,-,[0.65;1.0;2;7],pool,,0,
mindshade,MindShade,Mind Shade,-,enemy,1,Deals 2.5x Focus SkillType.Dark damage to invaded enemy and heals VoidShade for .5x damage dealt.,-,-,-,-,[0.03;0.05;0.1;0.2;0.3;0.5;0.6;0.7;0.75;0.9;1.0],pool,base_skill,2,damage×1;heal×1
minilaser,MiniLaser,Mini Laser,-,fight,2,Deals 80-100 piercing SkillType.Energy damage to target.,Gain 10% Turn Progress when used as a counter attack,-,-,-,[10.0;2;3],pool,base_skill,1,damage×1
mirage,Mirage,Mirage,Mirage,root,3,Target ally cannot be directly targeted by enemies for 3 turns.,Target takes 50% decreased damage,Hits have 35% chance to miss,-,-,[0.15;0.25;0.35;0.5;0.8;1.0;35.0;2;3],json,,1,damage×1
mirrorimage,MirrorImage,Mirror Image,-,root,4,Bonus Action. Summon clone that copies your next 3 skills at 65% damage.,Bonus Action. Clone that copies your next 3 skills.,MP cost decreased by 35%,Clone deals full damage,-,[0.25;0.65;1.0;3;5],pool,,3,damage×2;summon×1
missilebarrage,MissileBarrage,Missile Barrage,-,enemy,1,Deals 0.6x Power SkillType.Physical damage to random enemy targets 8-12 times.,-,-,-,-,-,pool,base_skill,1,damage×1
missilepod,MissilePod,Missile Pod,-,fight,1,Deals 0.35x Power SkillType.Physical damage to random enemy targets 8-12 times. Long turn delay.,-,-,-,-,-,pool,base_skill,1,damage×1
mitosis,Mitosis,Mitosis,-,enemy,1,"Summon a Flesh Blob in an adjacent space, if possible.",-,-,-,-,[0.4;0.8;1.0;1.2],pool,base_skill,1,summon×1
mix,Mix,Mix,-,defend,1,Bonus Action. Create one temporary healing Item for use.,-,-,-,-,[0.4;1.0],pool,base_skill,0,
molotov,Molotov,Molotov,Molotov,root,3,Deals 100-150 SkillType.Fire damage and half as much each turn for 3 turns. Always hits. Two uses per battle.,Damage over time deals full damage,Hits all enemies,-,-,[0.5;0.85;3;2],json,,2,damage×2
molotovexplosion,MolotovExplosion,Molotov Explosion,-,root,0,-,-,-,-,-,-,name-only,,0,
monkeybanana,MonkeyBanana,Monkey Banana,-,defend,1,Heal target for 10% Max HP and MP.,-,-,-,-,[0.5],pool,HealSkill,1,heal×1
monkeymischief,MonkeyMischief,Monkey Mischief,-,root,1,Non-boss target's next turn is interrupted.,-,-,-,-,[0.25;0.4;0.8;1.0;1.25;1.5],pool,,0,
monkeyscratch,MonkeyScratch,Monkey Scratch,-,fight,1,Deals 0.5x Power SkillType.Physical damage twice. Dispels one SkillType.Buff.,-,-,-,-,[0.4],pool,base_skill,1,damage×1
moonbeam,Moonbeam,Moonbeam,-,root,0,-,-,-,-,-,[1.25;2],name-only,,0,
mosh,Mosh,Mosh,-,root,0,-,-,-,-,-,-,name-only,,0,
motiontracker,MotionTracker,Motion Tracker,Motion Trk,fight,3,Bonus Action. Increases target's damage taken by 15%. Limit of one.,Target's Agility decreased by 35%,Target's damage taken increased by additional 15%,-,-,-,json,,2,damage×2
mourn,Mourn,Mourn,-,defend,3,Restore 15% of your health for each Downed ally.,Dispel one SkillType.Debuff for each Downed ally,Turn delay decreased by 15% for each Downed ally,-,-,[0.75;0.85;1.0;1.5;3;2],pool,HealSkill,0,
mugennoken,MugenNoKen,Mugennoken,-,enemy,1,Deals 0.66x Power SkillType.Physical damage to random enemies 12 times.,-,-,-,-,[0.25;0.4;0.5],pool,base_skill,1,damage×1
munch,Munch,Munch,-,enemy,0,-,-,-,-,-,[0.2;0.33;0.4;0.5;0.6;0.8;1.0;1.2;1.4;1.6;2.0],name-only,HealSkill,0,
munchally,MunchAlly,Munch Ally,Munch,enemy,0,-,-,-,-,-,-,name-only,HealSkill,0,
musket,Musket,Musket,-,root,0,-,-,-,-,-,[0.14;0.5;0.6;2.0;12.0],name-only,,0,
naturemagic,NatureMagic,Nature Magic,NatureMag,root,1,Access Nature Magic skills. Each use grants Nature stack.,-,-,-,-,[2;7],pool,,1,grant×1
needlebarrage,NeedleBarrage,Needle Barrage,-,root,2,Deals 1x Toughness SkillType.Physical damage to all enemies. Four turn charge. Cannot miss.,Deals 1x Toughness SkillType.Physical damage to all enemies.,-,-,-,[0.4;0.5;0.7;1.0;1.2;1.6;2.0;3;2],pool,,2,damage×2
needlevolley,NeedleVolley,Needle Volley,-,root,3,Deals 0.45x Toughness SkillType.Physical damage 2 times to target.,Deals 0.45x Toughness SkillType.Physical damage 2 times to target,Gains 100% piercing,-,-,[0.05;0.3;3],pool,,2,damage×2
newteye,NewtEye,Newt Eye,-,root,1,Deals 50-75 SkillType.Fire damage to target enemy.,-,-,-,-,-,pool,,1,damage×1
nightmare,Nightmare,Nightmare,Nightmare,enemy,1,Deals 3x Focus SkillType.Dark damage to a sleeping enemy and reduces their discipline by 25%. Cannot miss.,-,-,-,-,[0.2;0.25;0.4;0.5;0.6;0.75;0.8;1.5;2.0;2.25],json,base_skill,1,damage×1
ninjatools,NinjaTools,Ninja Tools,-,root,1,Access Ninja Tools.,-,-,-,-,[0.5;2;7],pool,,0,
nirvana,Nirvana,Nirvana,Nirvana,defend,3,Target ally is healed for 3x Focus HP after 3 turns. Stackable 5 times.,Target is healed for 0.25x Focus per turn,"If target takes fatal damage, remove stack and survive with 1 HP",-,-,[0.05;0.2;0.35;0.5;0.6;1.0;1.6;2.1;3],json,base_skill,1,damage×1
nourish,Nourish,Nourish,Nourish,enemy,1,"Heals target for 1x FCS HP, clears 3 debuffs, and increases target SPD/POW by +25.",-,-,-,-,[25.0],json,HealSkill,1,heal×1
oathofjustice,OathOfJustice,Oath of Justice,-,root,4,Gain access to Justice skills and Holy Wrath charges faster. Limit one Oath.,Gain access to Justice skills.,Increases SkillType.Holy damage by 35%,Decreases turn delay of Holy Wrath by 25%,-,[0.35;0.65;1.0;2;7;3],pool,,1,damage×1
oathofprotection,OathOfProtection,Oath of Protection,-,root,4,Gain access to Protection skills and Divine Shield now charges over time. Limit one Oath.,Gain access to Protection skills.,Divine Shield lasts an extra turn on self,Taunt enemies when gaining Divine Shield,-,[1.0;2;7;3;4],pool,,4,status×4
oathofrestoration,OathOfRestoration,Oath of Restoration,-,root,4,Gain access to Restoration skills and Lay On Hands now charges over time. Limit one Oath.,Gain access to Restoration skills.,Increases healing by up to 50% based on missing HP,Overheal heals all allies for 15% of amount,-,[0.5;1.0;2;7],pool,,1,heal×1
observe,Observe,Observe,-,enemy,3,Stance. Automatically counter Lawbreakers after their turn.,Take 50% reduced damage from Lawbreakers,Revolver gains ammo when Lawbreakers act,-,-,[0.2;0.25;3],pool,base_skill,1,damage×1
ooze,Ooze,Ooze,Ooze,enemy,3,"Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.","Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.","Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.",-,-,[0.8],json,,6,damage×3;status×3
orderimp,OrderImp,Order Imp,-,fight,2,Command a bound Imp to use one of their skills.,Imps gain an additional skill,-,-,-,[2;3],pool,base_skill,0,
overclock,Overclock,Overclock,Overclock,defend,3,Restores 20% Max MP and increases Speed by 100% for 2 turns. 3 turn charge.,Increases damage and healing of next skill used by 25%,OWNER.NAME's next skill counts as a Bonus Action,-,-,[0.25;0.5;1.0;2;3],json,base_skill,2,stat_mod×1;damage×1
overpower,Overpower,Overpower,-,root,1,Deals 2x Power SkillType.Physical damage and steals turn progress. Requires Rage.,-,-,-,-,[0.01;0.15;0.25;0.5;2;3],pool,,2,damage×1;status×1
overwatch,Overwatch,Overwatch,-,root,3,Stance. Automatically counter with Peace when an ally is targeted by an enemy skill.,Stance. Counter with Peace when an ally is targeted by an enemy skill.,Counter has 35% chance to interrupt non-boss enemy's skill,-,-,[0.25;1.0;35.0;2;3],pool,,0,
owlspirit,OwlSpirit,Owl Spirit,-,root,2,Summon an Owl Spirit that uses Screech on enemies.,Allies restore 15% Max MP every turn,-,-,-,[0.25;2;7;3],pool,,1,summon×1
painkillers,Painkillers,Painkillers,Painkillers,root,3,Decreases taken damage by 50% for an ally. Three uses.,Cannot be removed,50% chance to prevent being downed,-,-,[0.25;0.5;1.0],json,,1,damage×1
painlash,PainLash,Pain Lash,-,enemy,1,"Deals 0.5x Power SkillType.Physical damage 3 times, and inflicts pain status.",-,-,-,-,[0.2;0.33;1.0],pool,base_skill,1,damage×1
pander,Pander,Pander,Pander,root,3,Heals self for 35% of Max HP.,50% chance to Taunt enemy front row,Doubles next Finisher damage,-,-,[0.05;0.7;1.0;1.8],json,,3,heal×1;status×1;damage×1
paralyze,Paralyze,Paralyze,-,drone,1,Resets a target's turn progress.,-,-,-,-,[0.2;0.4;0.6;1.1],pool,base_skill,0,
